"ConditionsPK","Date","SampleRound","SiteStatus","NetPan","StartTime","EndTime","TempStart","TempEnd","WindStart","WindEnd","SkyStart","SkyEnd","WeatherNotes","GeographyFK"
1423,"2014-07-07",NA,"mature","pan","8:01:00","14:10:00",23.7,36.5,1.9,1,"PartlyCloudy","BrightOvercast",NA,6
1424,"2014-07-07",NA,"mature","net","9:10:00","10:50:00",25.1,29,0.5,0.7,"PartlyCloudy","PartlyCloudy",NA,6
1425,"2014-05-15",NA,"forb","pan","8:25:00","13:29:00",22.3,33.2,0.9,1.2,"Clear","PartlyCloudy",NA,7
1426,"2014-05-15",NA,"forb","net","8:49:00","10:52:00",23.5,27.9,0.8,0.7,"Clear","Clear",NA,7
1427,"2014-06-13",NA,"forb","pan","8:20:00","13:20:00",20.1,28.7,3.4,3.1,"Clear","Clear",NA,7
1428,"2014-06-13",NA,"forb","net","9:42:00","11:15:00",24.8,28.2,2.4,3,"Clear","Clear",NA,7
1429,"2014-07-07",NA,"forb","pan","8:13:00","13:36:00",23.7,36.5,1.9,1,"BrightOvercast","BrightOvercast",NA,7
1430,"2014-07-07",NA,"forb","net","9:40:00","10:58:00",29.8,31.6,0.7,1.9,"Clear","PartlyCloudy",NA,7
1431,"2014-07-29",NA,"forb","pan","8:27:00","13:27:00",25.7,38.4,1.9,0.3,"Clear","Clear",NA,7
1432,"2014-07-29",NA,"forb","net","8:47:00","9:36:00",25.9,30.6,1.9,2.6,"Clear","Clear",NA,7
1433,"2014-05-02",NA,"control","pan","8:45:00","14:05:00",18.2,32.1,1.2,2.9,"Clear","Clear",NA,8
1434,"2014-05-02",NA,"control","net","9:33:00","11:15:00",21.1,26.3,1.6,0,"Clear","Clear",NA,8
1435,"2014-06-02",NA,"control","pan","8:34:00","14:00:00",20.2,33,1.4,1.3,"Clear","Clear",NA,8
1436,"2014-06-02",NA,"control","net","9:00:00","9:35:00",22.6,25.6,1.9,0.7,"Clear","Clear",NA,8
1437,"2014-06-24",NA,"control","pan","7:52:00","12:50:00",22.1,32.5,2.4,2.6,"PartlyCloudy","Clear",NA,8
1438,"2014-06-24",NA,"control","net","9:58:00","10:45:00",28,29.6,0.8,0.9,"PartlyCloudy","Clear",NA,8
1439,"2014-05-05",NA,"natural","pan","9:55:00","15:24:00",20.6,23.4,0.7,0.6,"Clear","PartlyCloudy",NA,10
1440,"2014-05-05",NA,"natural","net","11:50:00","12:42:00",28.6,26.2,0.6,0.5,"Clear","PartlyCloudy",NA,10
1441,"2014-06-03",NA,"natural","pan","9:15:00","14:27:00",22,29.3,1,1.4,"Clear","Clear",NA,10
1442,"2014-06-03",NA,"natural","net","9:41:00","11:20:00",24,29.4,0.8,0.5,"Clear","Clear",NA,10
1443,"2014-06-27",NA,"natural","pan","8:15:00","13:45:00",21.6,37.3,0.5,0.5,"BrightOvercast","PartlyCloudy",NA,10
1444,"2014-06-27",NA,"natural","net","11:28:00","13:17:00",33.2,34.7,0.4,0.6,"PartlyCloudy","PartlyCloudy",NA,10
1445,"2014-04-18",NA,"natural","pan","9:47:00","15:22:00",19.3,32.4,0.7,1.3,"Clear","Clear",NA,11
1446,"2014-04-18",NA,"natural","net","10:36:00","12:05:00",21.2,24.9,0.4,1.5,"Clear","Clear",NA,11
1447,"2014-05-21",NA,"natural","pan","8:55:00","13:40:00",19.7,29.6,1.2,1.1,"Clear","Clear",NA,11
1448,"2014-05-21",NA,"natural","net","9:21:00","11:24:00",23.9,25,0.7,1.5,"Clear","Clear",NA,11
1449,"2014-06-19",NA,"natural","pan","8:36:00","13:43:00",21.5,31.1,0.6,0.8,"Clear","Clear",NA,11
1450,"2014-06-19",NA,"natural","net","9:05:00","10:20:00",22.3,27.4,1.1,1.9,"Clear","Clear",NA,11
1451,"2014-04-18",NA,"natural","pan","9:45:00","15:00:00",22.1,33.8,0.5,0.8,"Clear","Clear",NA,12
1452,"2014-04-18",NA,"natural","net","12:07:00","13:00:00",24.3,24.6,0.4,0.5,"Clear","Clear",NA,12
1453,"2014-05-21",NA,"natural","pan","9:10:00","14:15:00",21.6,29.4,0.8,0.6,"Clear","Clear",NA,12
1454,"2014-05-21",NA,"natural","net","10:58:00","12:09:00",26.3,28.9,0.8,0.5,"Clear","Clear",NA,12
1455,"2014-06-19",NA,"natural","pan","8:30:00","13:30:00",22.7,28.9,0.7,0.8,"Clear","Clear",NA,12
1456,"2014-06-19",NA,"natural","net","10:34:00","11:35:00",28.4,28.7,0.8,1,"Clear","Clear",NA,12
1457,"2014-04-23",NA,"maturing","pan","9:30:00","15:01:00",17.5,24,1.9,0.4,"Clear","Clear",NA,13
1458,"2014-04-23",NA,"maturing","net","11:16:00","12:40:00",22,23.6,1.6,0.9,"Clear","Clear",NA,13
1459,"2014-05-23",NA,"maturing","pan","8:17:00","13:23:00",19,27.9,0.8,0.5,"Clear","Clear",NA,13
1460,"2014-05-23",NA,"maturing","net","9:25:00","10:45:00",21.2,26.2,0.9,0.7,"Clear","PartlyCloudy",NA,13
1461,"2014-06-20",NA,"maturing","pan","8:20:00","13:40:00",22.4,33.6,0.4,0,"Clear","Clear",NA,13
1462,"2014-06-20",NA,"maturing","net","8:50:00","10:30:00",22.1,29,0.4,0.7,"Clear","Clear",NA,13
1463,"2014-05-07",NA,"control","pan","8:43:00","14:17:00",18,32.8,2.3,0.2,"Clear","Clear",NA,14
1464,"2014-05-07",NA,"control","net","1:16:00","13:55:00",25,32.8,2.2,0.2,"Clear","Clear",NA,14
1465,"2014-06-05",NA,"control","pan","8:45:00","13:47:00",25.2,28.9,0.9,0.6,"Clear","Clear",NA,14
1466,"2014-06-05",NA,"control","net","9:00:00","9:30:00",25.2,25.4,0.9,0.8,"Clear","Clear",NA,14
1467,"2014-07-02",NA,"control","pan","7:47:00","13:13:00",20.2,31.8,1,0.5,"PartlyCloudy","PartlyCloudy",NA,14
1468,"2014-07-02",NA,"control","net","11:04:00","12:14:00",27.2,30,1.2,0.5,"PartlyCloudy","PartlyCloudy",NA,14
1469,"2014-05-15",NA,"control","pan","9:00:00","13:25:00",24.4,38,1,0.4,"Clear","Clear",NA,15
1470,"2014-05-15",NA,"control","net","9:27:00","10:15:00",24.5,31,1,0.6,"Clear","Clear",NA,15
1471,"2014-07-07",NA,"control","pan","7:45:00","13:10:00",21.9,36.5,0.7,1.4,"PartlyCloudy","BrightOvercast",NA,15
1472,"2014-07-07",NA,"control","net","8:20:00","9:35:00",22.5,29.1,1.4,0.5,"PartlyCloudy","PartlyCloudy",NA,15
1473,"2014-06-16",NA,"control","pan","8:51:00","14:15:00",19.8,29.8,1.2,2,"Clear","Clear",NA,15
1474,"2014-06-16",NA,"control","net","9:35:00","10:05:00",21.6,24.5,1.2,1,"Clear","Clear",NA,15
1475,"2014-05-14",NA,"mature","pan","8:26:00","14:09:00",24.3,36.9,0,0.8,"Clear","Clear",NA,17
1476,"2014-05-14",NA,"mature","net","9:50:00","10:37:00",29.9,36.8,0.5,0.3,"Clear","Clear",NA,17
1477,"2014-06-13",NA,"mature","pan","8:10:00","13:27:00",19.2,27.3,0.4,0.9,"Clear","Clear",NA,17
1478,"2014-06-13",NA,"mature","net","10:05:00","11:55:00",22,25,1.2,2.1,"Clear","Clear",NA,17
1479,"2014-07-09",NA,"mature","pan","8:10:00","12:59:00",18.8,41.6,1.3,2.2,"Clear","Clear",NA,17
1480,"2014-07-09",NA,"mature","net","9:07:00","9:57:00",21.7,27.3,0.9,0.2,"Clear ","Clear",NA,17
1481,"2014-05-14",NA,"control","pan","8:07:00","13:55:00",21.2,34.8,1.4,1.2,"Clear","Clear",NA,18
1482,"2014-05-14",NA,"control","net","12:40:00","13:17:00",37.6,36,1.2,1.3,"Clear","Clear",NA,18
1483,"2014-06-13",NA,"control","pan","8:15:00","13:42:00",18.8,27,0.4,1.2,"Clear","Clear",NA,18
1484,"2014-06-13",NA,"control","net","9:30:00","10:48:00",21,23.4,0.5,1.2,"Clear","Clear",NA,18
1485,"2014-07-09",NA,"control","pan","8:00:00","13:40:00",18.5,33.5,1.2,0.8,"Clear","Clear",NA,18
1486,"2014-07-09",NA,"control","net","8:25:00","9:40:00",21.2,25.9,1.4,1.4,"Clear","Clear",NA,18
1487,"2014-04-24",NA,"mature","pan","9:20:00","14:30:00",18.3,29.5,0.1,0.1,"PartlyCloudy","PartlyCloudy",NA,19
1488,"2014-04-24",NA,"mature","net","9:50:00","11:37:00",23.4,29.5,0.7,1.1,"PartlyCloudy","BrightOvercast",NA,19
1489,"2014-05-27",NA,"mature","pan","9:08:00","14:15:00",21.9,30.5,0,0.8,"Clear","Clear",NA,19
1490,"2014-05-27",NA,"mature","net","9:25:00","11:29:00",22.9,25.3,0,0.8,"Clear","Clear",NA,19
1491,"2014-06-20",NA,"mature","pan","7:41:00","12:46:00",19.1,34.7,2.4,1.2,"Clear","Clear",NA,19
1492,"2014-06-20",NA,"mature","net","8:56:00","10:43:00",21.4,24.3,0.9,0.3,"Clear","Clear",NA,19
1493,"2014-04-24",NA,"control","pan","9:30:00","14:45:00",18.5,23.5,2.2,2.4,"PartlyCloudy","PartlyCloudy",NA,20
1494,"2014-04-24",NA,"control","net","11:27:00","13:22:00",21,21.4,1.9,0.8,"BrightOvercast","PartlyCloudy",NA,20
1495,"2014-05-27",NA,"control","pan","9:02:00","14:20:00",22.2,30.7,0.9,1.2,"Clear","Clear",NA,20
1496,"2014-05-27",NA,"control","net","9:50:00","11:29:00",23,27.3,1.5,0.6,"Clear","Clear",NA,20
1497,"2014-06-19",NA,"control","pan","8:25:00","13:55:00",18.2,30.4,0.6,1.5,"Clear","Clear",NA,20
1498,"2014-06-19",NA,"control","net","9:20:00","11:02:00",21.5,26,0.4,0.4,"Clear","Clear",NA,20
1499,"2014-05-01",NA,"mature","pan","9:09:00","14:13:00",22.2,29.8,0.8,0,"Clear","Clear",NA,21
1500,"2014-05-01",NA,"mature","net","10:02:00","11:52:00",26.5,30.6,0.7,0.2,"Clear","Clear",NA,21
1501,"2014-05-30",NA,"mature","pan","8:55:00","14:45:00",21.1,36.2,0.1,1.9,"BrightOvercast","Clear",NA,21
1502,"2014-05-30",NA,"mature","net","9:40:00","11:15:00",26.8,32.2,0.2,0.3,"BrightOvercast","PartlyCloudy",NA,21
1503,"2014-06-23",NA,"mature","pan","8:30:00","13:30:00",18.6,34.3,0.7,0.4,"Clear","Clear",NA,21
1504,"2014-06-23",NA,"mature","net","9:15:00","11:04:00",22.6,27,0.7,0.6,"Clear","Clear",NA,21
1505,"2014-05-01",NA,"mature","pan","9:12:00","14:27:00",23.1,33,0.5,0.7,"Clear","Clear",NA,22
1506,"2014-05-01",NA,"mature","net","9:34:00","11:17:00",24.6,33.8,0.5,0.7,"Clear","Clear",NA,22
1507,"2014-05-30",NA,"mature","pan","8:49:00","14:03:00",18,NA,0.5,1.1,"Clear","Clear",NA,22
1508,"2014-05-30",NA,"mature","net","10:02:00","11:31:00",21.1,26.1,0.5,0.8,"Clear","Clear",NA,22
1509,"2014-06-23",NA,"mature","pan","8:26:00","13:40:00",19.6,33.8,0.5,1.2,"Clear","Clear",NA,22
1510,"2014-06-23",NA,"mature","net","8:48:00","11:27:00",21.5,30.8,0.6,0.8,"Clear","Clear",NA,22
1511,"2014-04-15",NA,"maturing","pan","10:00:00","15:10:00",19,31.5,0.5,0.8,"Clear","Clear",NA,24
1512,"2014-04-15",NA,"maturing","net","10:40:00","11:47:00",21.1,22.2,1.2,1.3,"Clear","Clear",NA,24
1513,"2014-05-22",NA,"maturing","pan","8:48:00","14:00:00",20.8,35.5,1.5,1.5,"Clear","Clear",NA,24
1514,"2014-05-22",NA,"maturing","net","10:08:00","11:32:00",23,28.3,1.2,1.8,"Clear ","Clear",NA,24
1515,"2014-06-19",NA,"maturing","pan","8:40:00","13:33:00",18.2,35.6,1.4,1.1,"Clear","Clear",NA,24
1516,"2014-06-19",NA,"maturing","net","11:40:00","12:53:00",31.3,33.6,1.2,1.6,"Clear","Clear",NA,24
1517,"2014-04-15",NA,"forb","pan","9:40:00","14:30:00",18.1,28.7,0.5,1.4,"Clear","Clear",NA,25
1518,"2014-04-15",NA,"forb","net","10:18:00","12:00:00",21.8,23.9,0.8,1.6,"Clear","Clear",NA,25
1519,"2014-05-22",NA,"forb","pan","8:50:00","14:02:00",19.1,30.1,2,0.4,"Clear","Clear",NA,25
1520,"2014-05-22",NA,"forb","net","9:49:00","11:05:00",23.3,26.4,0.6,1.7,"Clear","Clear",NA,25
1521,"2014-06-19",NA,"forb","pan","8:38:00","14:11:00",20.5,35.8,0,1.2,"Clear","Clear",NA,25
1522,"2014-06-19",NA,"forb","net","9:30:00","11:10:00",21.1,26.2,0.5,1.1,"Clear","Clear",NA,25
1523,"2014-07-10",NA,"forb","pan","7:45:00","12:46:00",20,26.1,1,0.5,"Clear","Clear",NA,25
1524,"2014-07-10",NA,"forb","net","9:16:00","10:29:00",22.3,24,0.7,0.4,"Clear","Clear",NA,25
1525,"2014-07-29",NA,"forb","pan","8:05:00","13:27:00",22.6,35.4,0.8,0.4,"Clear","Clear",NA,25
1526,"2014-07-29",NA,"forb","net","8:25:00","12:16:00",22.6,32.7,0,1.4,"Clear","Clear",NA,25
1527,"2014-05-07",NA,"control","pan","9:40:00","15:35:00",19,31.2,1.7,0.4,"Clear","Clear",NA,27
1528,"2014-05-07",NA,"control","net","10:52:00","11:44:00",23,23.2,0.9,1.2,"Clear","Clear",NA,27
1529,"2014-06-05",NA,"control","pan","8:38:00","13:37:00",22.1,33.3,0.7,0.9,"Clear","Clear",NA,27
1530,"2014-06-05",NA,"control","net","9:46:00","11:18:00",24.1,30.1,1.1,0.4,"Clear","Clear",NA,27
1531,"2014-07-02",NA,"control","pan","7:56:00","12:59:00",19.4,29.2,0.8,0.9,"Clear","Clear",NA,27
1532,"2014-07-02",NA,"control","net","8:32:00","9:04:00",21.2,22.1,0.7,0,"Clear","Clear",NA,27
1533,"2014-05-21",NA,"control","pan","8:50:00","14:10:00",18.8,30.7,0.5,1,"Clear","Clear",NA,28
1534,"2014-05-21",NA,"control","net","11:15:00","12:00:00",29.8,30.2,1.5,1.8,"Clear","Clear",NA,28
1535,"2014-06-16",NA,"control","pan","8:31:00","13:45:00",18.8,29.8,1.1,1.5,"Clear","Clear",NA,28
1536,"2014-06-16",NA,"control","net","10:45:00","11:50:00",25.7,27,0.6,1.2,"Clear","Clear",NA,28
1537,"2014-07-07",NA,"control","pan","7:54:00","13:07:00",21.5,36.2,1.6,1,"PartlyCloudy","PartlyCloudy",NA,28
1538,"2014-07-07",NA,"control","net","8:22:00","10:20:00",24.4,32.4,1.6,0.8,"PartlyCloudy","PartlyCloudy",NA,28
1539,"2014-04-23",NA,"mature","pan","10:36:00","15:45:00",17.1,22.2,2.8,0.9,"Clear","Clear",NA,29
1540,"2014-04-23",NA,"mature","net","11:30:00","12:50:00",19.8,24.1,1,1.1,"Clear","Clear",NA,29
1541,"2014-05-23",NA,"mature","pan","8:09:00","13:04:00",22.5,29.4,0.8,0.5,"Clear","Clear",NA,29
1542,"2014-05-23",NA,"mature","net","9:25:00","11:09:00",22,26.1,0.3,0.4,"Clear","BrightOvercast",NA,29
1543,"2014-06-20",NA,"mature","pan","8:15:00","13:45:00",21.9,38.6,2,0.4,"Clear","Clear",NA,29
1544,"2014-06-20",NA,"mature","net","9:00:00","10:32:00",27.3,30.4,1,1.2,"Clear","Clear",NA,29
1545,"2014-05-14",NA,"control","pan","8:19:00","13:24:00",21.4,37.5,1.9,0.4,"Clear","Clear",NA,30
1546,"2014-05-14",NA,"control","net","12:40:00","1:00:00",37.5,37.2,0.4,0.3,"Clear","Clear",NA,30
1547,"2014-06-06",NA,"control","pan","9:30:00","14:10:00",22.6,38.6,1,1,"Clear","Clear",NA,30
1548,"2014-06-06",NA,"control","net","9:55:00","10:10:00",23,23,0.8,0.8,"Clear","Clear",NA,30
1549,"2014-07-02",NA,"control","pan","8:30:00","13:56:00",24.3,31.5,1.2,0.5,"Clear","Clear",NA,30
1550,"2014-07-02",NA,"control","net",NA,NA,NA,NA,NA,NA,NA,NA,NA,30
1551,"2014-05-13",NA,"maturing","pan","9:10:00","14:29:00",26.1,36.7,1.1,0,"Clear","Clear",NA,33
1552,"2014-05-13",NA,"maturing","net","10:27:00","12:09:00",29,31.8,1,1.3,"Clear","Clear",NA,33
1553,"2014-06-06",NA,"maturing","pan","8:40:00","13:38:00",22.5,30.9,0.9,0.7,"Clear","Clear",NA,33
1554,"2014-06-06",NA,"maturing","net","8:46:00","10:56:00",22.5,28.2,0.9,0.8,"Clear","Clear",NA,33
1555,"2014-07-03",NA,"maturing","pan","7:56:00","13:00:00",18.7,30.3,0.8,0.7,"Clear","Clear",NA,33
1556,"2014-07-03",NA,"maturing","net","10:08:00","11:21:00",24.5,27.2,0.7,1,"Clear","Clear",NA,33
1557,"2014-05-13",NA,"control","pan","8:45:00","14:00:00",24.3,35,0.4,0.2,"Clear","Clear",NA,34
1558,"2014-05-13",NA,"control","net","12:15:00","12:35:00",31.2,32.9,0.8,1.2,"Clear","Clear",NA,34
1559,"2014-06-03",NA,"control","pan","8:45:00","14:03:00",20.6,28.4,0.4,0.3,"Clear","Clear",NA,34
1560,"2014-06-03",NA,"control","net","10:30:00","11:07:00",29,30.1,0,0,"Clear","Clear",NA,34
1561,"2014-06-23",NA,"control","pan","7:45:00","12:45:00",20.6,31.2,0.5,0.7,"Clear","Clear",NA,34
1562,"2014-06-23",NA,"control","net","10:15:00","11:39:00",26.8,31,0.3,0.7,"Clear","Clear",NA,34
1563,"2014-05-16",NA,"maturing","pan","8:14:00","13:20:00",20.1,30.3,1.4,0.4,"Clear","Clear",NA,35
1564,"2014-05-16",NA,"maturing","net","8:55:00","11:50:00",21.1,29.5,2,2.4,"Clear","Clear",NA,35
1565,"2014-06-16",NA,"maturing","pan","8:34:00","13:39:00",19.8,24.8,0.6,0.8,"Clear","Clear",NA,35
1566,"2014-06-16",NA,"maturing","net","9:25:00","10:56:00",21,21.2,0.6,0.8,"Clear","Clear",NA,35
1567,"2014-07-09",NA,"maturing","pan","8:15:00","13:00:00",19.4,33,1.2,1.7,"Clear","Clear",NA,35
1568,"2014-07-09",NA,"maturing","net","10:18:00","11:55:00",26.7,29,1.1,1.8,"Clear ","Clear ",NA,35
1569,"2014-05-13",NA,"control","pan","9:30:00","14:15:00",27.1,33.6,2.3,1.3,"Clear","Clear",NA,37
1570,"2014-05-13",NA,"control","net","12:00:00","13:21:00",31.6,33.2,1.8,1.1,"Clear","Clear",NA,37
1571,"2014-06-06",NA,"control","pan","8:41:00","13:50:00",22.4,34.9,1.2,0.2,"Clear","Clear",NA,37
1572,"2014-06-06",NA,"control","net","10:41:00","11:50:00",27.6,30.5,30.5,0.5,"Clear","Clear",NA,37
1573,"2014-07-03",NA,"control","pan","8:17:00","13:24:00",22.1,30.3,1.6,1.2,"Clear","Clear",NA,37
1574,"2014-07-03",NA,"control","net","8:39:00","9:18:00",22.2,22.5,2.1,1.7,"Clear","Clear",NA,37
1575,"2014-05-05",NA,"natural","pan","10:15:00","15:45:00",18.5,24,0.6,0.3,"Clear","PartlyCloudy",NA,38
1576,"2014-05-05",NA,"natural","net","10:40:00","11:30:00",18.9,22.6,0.3,0.3,"Clear","PartlyCloudy",NA,38
1577,"2014-06-03",NA,"natural","pan","9:25:00","14:08:00",21.6,29.9,0.9,0.9,"Clear","Clear",NA,38
1578,"2014-06-03",NA,"natural","net","10:05:00","11:24:00",22.4,24.6,0.5,1,"Clear","Clear",NA,38
1579,"2014-06-27",NA,"natural","pan","8:30:00","13:45:00",25.4,32.3,0.6,1.2,"PartlyCloudy","PartlyCloudy",NA,38
1580,"2014-06-27",NA,"natural","net","9:30:00","10:40:00",27,30,0.4,0.9,"PartlyCloudy","PartlyCloudy",NA,38
1581,"2014-05-16",NA,"control","pan","8:18:00","13:23:00",21.6,29.2,1.8,0.5,"Clear","Clear",NA,39
1582,"2014-05-16",NA,"control","net","9:10:00","9:51:00",21.2,23.1,2.1,3,"Clear","Clear",NA,39
1583,"2014-06-16",NA,"control","pan","8:17:00","13:15:00",18,24.5,1.6,1.2,"Clear","Clear",NA,39
1584,"2014-06-16",NA,"control","net","11:01:00","12:29:00",21.1,22.2,1.2,0.6,"Clear","Clear",NA,39
1585,"2014-07-09",NA,"control","pan","","",NA,NA,NA,NA,"","",NA,39
1586,"2014-07-09",NA,"control","net","","",NA,NA,NA,NA,"","",NA,39
1587,"2014-05-02",NA,"mature","pan","9:13:00","14:20:00",23.1,29,0,0.5,"Clear","Clear",NA,41
1588,"2014-05-02",NA,"mature","net","9:50:00","10:56:00",25.4,25,0,0.2,"Clear","PartlyCloudy",NA,41
1589,"2014-06-02",NA,"mature","pan","9:13:00","14:06:00",NA,NA,NA,NA,"Clear","Clear",NA,41
1590,"2014-06-02",NA,"mature","net","10:25:00","12:00:00",NA,NA,NA,NA,"Clear","Clear",NA,41
1591,"2014-06-24",NA,"mature","pan","8:28:00","13:35:00",24.4,32.3,0,0.5,"PartlyCloudy","Clear",NA,41
1592,"2014-06-24",NA,"mature","net","8:46:00","10:09:00",24.4,29.1,0,0,"PartlyCloudy","Clear",NA,41
1593,"2014-05-05",NA,"maturing","net","9:33:00","11:50:00",26.4,30.3,1.6,1.8,"Clear","Clear",NA,43
1594,"2014-05-14",NA,"maturing","pan","8:44:00","14:00:00",23.7,32.2,1.5,0.8,"Clear","Clear",NA,43
1595,"2014-05-14",NA,"maturing","net","9:33:00","11:50:00",26.4,30.3,1.6,1.8,"Clear","Clear",NA,43
1596,"2014-05-30",NA,"maturing","pan","8:51:00","14:01:00",20.2,28.4,0.5,2.3,"Clear","Clear",NA,43
1597,"2014-05-30",NA,"maturing","net","10:45:00","12:00:00",23,23.9,2,0.6,"PartlyCloudy","Clear",NA,43
1598,"2014-06-23",NA,"maturing","pan","8:31:00","13:51:00",18.5,31.8,1.1,0.6,"Clear","Clear",NA,43
1599,"2014-06-23",NA,"maturing","net","9:26:00","11:30:00",21.2,28.5,21.2,28.5,"Clear","Clear",NA,43
1600,"2014-05-14",NA,"control","pan","8:45:00","14:30:00",21.8,38,0.9,0.2,"Clear","Clear",NA,42
1601,"2014-05-14",NA,"control","net","12:00:00","12:35:00",34.1,38,0.6,0.2,"Clear","Clear",NA,42
1602,"2014-05-30",NA,"control","pan","8:40:00","14:00:00",18.1,34.2,0.3,2.3,"PartlyCloudy","Clear",NA,42
1603,"2014-06-24",NA,"control","pan","8:39:00","14:15:00",20.9,25,1.5,0.5,"PartlyCloudy","Clear",NA,42
1604,"2014-06-24",NA,"control","net",NA,NA,NA,NA,NA,NA,NA,NA,NA,42
1605,"2014-05-16",NA,"mature","pan","8:05:00","13:40:00",22,32.1,1.8,1.9,"Clear","Clear",NA,44
1606,"2014-05-16",NA,"mature","net","9:16:00","10:48:00",27.8,32.6,1.6,1.9,"Clear","PartlyCloudy",NA,44
1607,"2014-06-16",NA,"mature","pan","8:45:00","13:34:00",18.2,23.5,0.5,1.1,"Clear","Clear",NA,44
1608,"2014-06-16",NA,"mature","net","11:05:00","12:03:00",21.2,22.5,1,1.5,"Clear","Clear",NA,44
1609,"2014-07-07",NA,"mature","pan","8:35:00","13:36:00",21.1,31.1,1.2,2.5,"Clear","Clear",NA,44
1610,"2014-07-07",NA,"mature","net","8:57:00","10:03:00",21.2,24.2,0.2,1.3,"Clear","Clear",NA,44
1611,"2014-04-23",NA,"forb","pan","10:20:00","15:28:00",18.7,26.7,2.5,1,"Clear","Clear",NA,46
1612,"2014-04-23",NA,"forb","net","11:19:00","12:39:00",22.1,24.3,2.5,0.9,"Clear","Clear",NA,46
1613,"2014-05-23",NA,"forb","pan","8:30:00","13:38:00",20,34.5,0.8,0.3,"PartlyCloudy","PartlyCloudy",NA,46
1614,"2014-05-23",NA,"forb","net","9:15:00","10:55:00",21.7,27.4,0.9,0.3,"PartlyCloudy","PartlyCloudy",NA,46
1615,"2014-06-20",NA,"forb","pan","8:01:00","13:25:00",20.9,35.1,1.3,1.5,"Clear","Clear",NA,46
1616,"2014-06-20",NA,"forb","net","8:15:00","12:00:00",22.3,NA,1.2,NA,"Clear","Clear",NA,46
1617,"2014-07-17",NA,"forb","pan","8:21:00","13:10:00",27.5,33.5,0.3,0.8,"Clear","Clear",NA,46
1618,"2014-07-17",NA,"forb","net","8:45:00","9:47:00",25.1,35.4,0.3,0.6,"Clear","Clear",NA,46
1619,"2014-07-29",NA,"forb","pan","8:07:00","13:12:00",23.9,33.4,0.6,1.1,"Clear","Clear",NA,46
1620,"2014-07-29",NA,"forb","net","8:31:00","10:17:00",25.2,30,0.5,0.9,"Clear","Clear",NA,46
1621,"2014-04-24",NA,"mature","pan","9:00:00","14:20:00",18.7,23.6,0.5,0.4,"PartlyCloudy","PartlyCloudy",NA,47
1622,"2014-04-24",NA,"mature","net","10:25:00","12:40:00",22.1,23.1,0.3,1.1,"BrightOvercast","BrightOvercast",NA,47
1623,"2014-05-27",NA,"mature","pan","8:49:00","14:05:00",21.8,NA,0.5,NA,"Clear","Clear",NA,47
1624,"2014-05-27",NA,"mature","net","9:45:00","11:03:00",21.7,24.3,1.2,0.7,"Clear","Clear",NA,47
1625,"2014-06-20",NA,"mature","pan","7:33:00","12:35:00",19.1,32,0.8,0.5,"Clear","Clear",NA,47
1626,"2014-06-20",NA,"mature","net","10:09:00","11:32:00",23.1,30,0.8,0.6,"Clear","Clear",NA,47
1627,"2014-04-14",NA,"forb","pan","9:05:00","14:20:00",16.4,28.2,0,0.4,"Clear","Clear",NA,48
1628,"2014-04-14",NA,"forb","net","10:10:00","11:40:00",22.6,27.5,0,0.5,"Clear","Clear",NA,48
1629,"2014-05-22",NA,"forb","pan","8:26:00","13:42:00",18.2,30.4,1.1,0.4,"Clear","Clear",NA,48
1630,"2014-05-22",NA,"forb","net","9:25:00","11:35:00",21.5,30.9,0.4,0.4,"Clear","Clear",NA,48
1631,"2014-06-19",NA,"forb","pan","8:10:00","13:24:00",18.4,33.2,0.1,1.1,"Clear","Clear",NA,48
1632,"2014-06-19",NA,"forb","net","9:30:00","10:50:00",21.1,22.9,0.2,0.2,"Clear","Clear",NA,48
1633,"2014-07-10",NA,"forb","pan","7:35:00","12:40:00",19.8,33.1,1,0.5,"Clear","Clear",NA,48
1634,"2014-07-10",NA,"forb","net","9:26:00","10:51:00",26.7,30.1,0.7,0.4,"Clear","Clear",NA,48
1635,"2014-07-29",NA,"forb","pan","8:15:00","13:36:00",21.6,35,0,0.8,"Clear","Clear",NA,48
1636,"2014-07-29",NA,"forb","net","9:45:00","11:35:00",26,36.4,0.3,0,"Clear","Clear",NA,48
1637,"2014-05-02",NA,"maturing","pan","8:39:00","13:42:00",18,32.2,0.8,1.8,"PartlyCloudy","PartlyCloudy",NA,49
1638,"2014-05-02",NA,"maturing","net","9:50:00","11:22:00",25.2,25.7,0.3,0.5,"PartlyCloudy","PartlyCloudy",NA,49
1639,"2014-06-02",NA,"maturing","pan","8:25:00","13:32:00",20.2,NA,1.4,NA,"Clear","Clear",NA,49
1640,"2014-06-02",NA,"maturing","net","9:06:00","10:55:00",22.6,29,1.8,4,"Clear","Clear",NA,49
1641,"2014-06-24",NA,"maturing","pan","8:50:00","14:00:00",29,32,0.3,0.9,"Clear","Clear",NA,49
1642,"2014-06-24",NA,"maturing","net","9:30:00","10:20:00",30.8,31.7,0.5,0.2,"Clear","Clear",NA,49
1643,"2014-05-01",NA,"mature","pan","8:39:00","14:05:00",19.1,36.6,0,0,"Clear","Clear",NA,51
1644,"2014-05-01",NA,"mature","net","9:15:00","11:46:00",21.6,29.3,1.2,1,"Clear","Clear",NA,51
1645,"2014-05-27",NA,"mature","pan","8:50:00","15:00:00",23.3,29.4,0,0,"Clear","Clear",NA,51
